datetime,temp1,humidity,temp2,humidity2,pressure
5/20/2025 0:30,17.4,52.2,18,47.94,971.95
5/20/2025 0:33,17.2,53,17.79,49.06,971.88
5/20/2025 0:36,17.1,54,17.85,48.66,971.91
5/20/2025 0:39,17.2,53.8,18.15,48.11,971.89
5/20/2025 0:42,17.3,53.6,18.19,48.08,971.87
5/20/2025 0:45,17.4,53.3,18.03,48.72,971.81
5/20/2025 0:48,17.2,54.3,18.15,48.33,971.84
5/20/2025 0:51,17.4,53.6,18.12,48.44,971.85
5/20/2025 0:54,17.3,53.8,18.06,48.68,971.83
5/20/2025 0:57,17.3,53.8,17.94,49.22,971.91
5/20/2025 1:00,17.2,54.5,17.79,49.98,971.85
5/20/2025 1:03,17.1,55.2,17.74,49.64,971.83
5/20/2025 1:06,17.1,54.9,17.82,49.5,971.81
5/20/2025 1:09,17,55.2,17.87,50.07,971.85
5/20/2025 1:12,17.2,55.5,17.83,50.03,971.77
5/20/2025 1:15,17.1,55.5,17.41,50.87,971.77
5/20/2025 1:18,16.8,55.7,17.58,50.69,971.77
5/20/2025 1:21,16.8,56.4,17.27,51.75,971.75
5/20/2025 1:24,16.5,57.2,17.47,51.04,971.76
5/20/2025 1:27,16.6,57,17.51,50.97,971.77
5/20/2025 1:30,16.8,56.5,17.16,52.11,971.76
5/20/2025 1:33,16.5,57.3,17.05,52.94,971.91
5/20/2025 1:36,16.4,58.6,17.17,52.27,971.86
5/20/2025 1:39,16.4,58.3,17.29,51.79,971.94
5/20/2025 1:42,16.6,57.5,17.19,52.28,971.87
5/20/2025 1:45,16.5,57.7,17.04,52.72,971.91
5/20/2025 1:48,16.5,58.1,16.71,53.35,971.94
5/20/2025 1:51,16,59.1,16.45,53.84,971.96
5/20/2025 1:54,15.8,59.8,16.72,53.23,971.92
5/20/2025 1:57,15.8,59.6,16.48,54.1,971.88
5/20/2025 2:00,15.9,59.7,16.34,53.96,971.79
5/20/2025 2:03,15.8,59.8,16.36,53.41,971.77
5/20/2025 2:06,15.7,59.4,16.69,54.02,971.81
5/20/2025 2:09,15.9,60.1,16.65,53.86,971.75
5/20/2025 2:12,16.1,59.5,16.24,55.42,971.71
5/20/2025 2:15,15.7,60.7,15.84,56.23,971.77
5/20/2025 2:18,15.4,61.4,15.66,56.32,971.75
5/20/2025 2:21,15.1,62.2,15.83,55.52,971.71
5/20/2025 2:24,15.2,61.9,15.94,55.52,971.71
5/20/2025 2:27,15.3,62,16.24,54.47,971.69
5/20/2025 2:30,15.4,61,15.77,55.5,971.72
5/20/2025 2:33,15.2,61.1,15.73,55.26,971.61
5/20/2025 2:36,15.1,61.2,15.47,55.79,971.69
5/20/2025 2:39,14.9,61.5,15.75,54.99,971.73
5/20/2025 2:42,14.9,61.6,15.28,55.94,971.7
5/20/2025 2:45,14.8,61.7,15.5,55.04,971.7
5/20/2025 2:48,14.8,61.5,15.18,55.5,971.85
5/20/2025 2:51,14.7,61.3,15.52,54.76,971.72
5/20/2025 2:54,14.7,61.2,15.76,53.13,971.73
5/20/2025 2:57,14.9,59.8,16,52.41,971.78
5/20/2025 3:00,15.1,58.9,15.95,52.72,971.86
5/20/2025 3:03,15.2,58.7,16.06,52.05,971.82
5/20/2025 3:06,15.3,57.9,15.94,52.21,971.78
5/20/2025 3:09,15.2,58.1,15.8,53.2,971.73
5/20/2025 3:12,15.1,58.9,15.7,53.63,971.7
5/20/2025 3:15,15,59.7,15.54,53.88,971.64
5/20/2025 3:18,14.8,59.6,15.68,53.71,971.67
5/20/2025 3:21,14.9,59.6,15.67,53.28,971.65
5/20/2025 3:24,14.9,59.5,15.99,52.4,971.62
5/20/2025 3:27,15.2,58.6,15.77,52.72,971.63
5/20/2025 3:30,15,58.7,15.41,53.84,971.62
5/20/2025 3:33,14.7,59.5,15.33,53.93,971.59
5/20/2025 3:36,14.6,60.2,15.66,53.39,971.57
5/20/2025 3:39,14.8,59.8,15.5,53.74,971.65
5/20/2025 3:42,14.7,59.8,14.98,54.93,971.66
5/20/2025 3:45,14.4,60.5,15.25,54.48,971.55
5/20/2025 3:48,14.5,61,15.31,54.11,971.61
5/20/2025 3:51,14.6,60.3,15.23,54.34,971.63
5/20/2025 3:54,14.5,60.1,14.89,55.11,971.5
5/20/2025 3:57,14.3,61,14.98,54.78,971.55
5/20/2025 4:00,14.4,60.5,14.51,55.64,971.52
5/20/2025 4:03,13.9,60.9,14.84,54.92,971.52
5/20/2025 4:06,14,61.8,15.07,54.34,971.49
5/20/2025 4:09,14.3,60.8,15.22,54.27,971.53
5/20/2025 4:12,14.4,60.5,15.42,54.16,971.53
5/20/2025 4:15,14.6,60.6,14.96,55.46,971.55
5/20/2025 4:18,14.4,61,14.76,55.31,971.58
5/20/2025 4:21,14,61.6,14.98,55.58,971.62
5/20/2025 4:24,14.2,61.9,15.01,54.64,971.63
5/20/2025 4:27,14.2,61.3,15.17,54.24,971.61
5/20/2025 4:30,14.4,60.5,15.47,53.36,971.65
5/20/2025 4:33,14.7,59.7,15.38,53.4,971.71
5/20/2025 4:36,14.7,59.2,14.82,54.8,971.64
5/20/2025 4:39,14.3,60,14.73,55.46,971.74
5/20/2025 4:42,14.2,61,14.74,55.65,971.7
5/20/2025 4:45,14.1,61.7,15.09,54.51,971.64
5/20/2025 4:48,14.2,61.2,15.52,53.67,971.69
5/20/2025 4:51,14.6,60.4,15.71,52.96,971.7
5/20/2025 4:54,14.8,59.3,15.83,52.21,971.76
5/20/2025 4:57,15,58.1,15.82,52.06,971.71
5/20/2025 5:00,15.1,57.5,16.1,51.59,971.71
5/20/2025 5:03,15.2,57.7,15.77,51.94,971.64
5/20/2025 5:06,15.1,57.5,15.6,52.43,971.67
5/20/2025 5:09,14.9,57.8,15.73,52.48,971.71
5/20/2025 5:12,14.9,58.4,15.67,52.58,971.73
5/20/2025 5:15,14.9,58.6,15.82,52.22,971.75
5/20/2025 5:18,14.9,58.3,15.66,52.36,971.82
5/20/2025 5:21,14.8,58.3,15.82,52.54,971.89
5/20/2025 5:24,14.9,58.8,15.74,52.29,971.95
5/20/2025 5:27,14.9,58.4,15.68,52.46,971.99
5/20/2025 5:30,14.9,58.4,15.43,53.08,972.05
5/20/2025 5:33,14.9,58.4,15.16,53.42,972.06
5/20/2025 5:36,14.5,58.8,15.25,53.28,972.17
5/20/2025 5:39,14.5,59.3,15.29,53.42,972.26
5/20/2025 5:42,14.6,59,15.09,53.22,972.27
5/20/2025 5:45,14.5,58.8,15.25,52.32,972.19
5/20/2025 5:48,14.4,58.5,14.84,53.8,972.25
5/20/2025 5:51,14.1,59.5,15.06,52.95,972.2
5/20/2025 5:54,14.2,59.1,14.78,53.8,972.2
5/20/2025 5:57,14.1,59.7,15.17,52.94,972.15
5/20/2025 6:00,14.3,59.2,14.93,54.52,972.27
5/20/2025 6:03,14.2,60.5,15,55.11,972.35
5/20/2025 6:06,14.3,61.4,14.55,55.77,972.39
5/20/2025 6:09,14,61.7,14.92,55.28,972.53
5/20/2025 6:12,14.2,61.3,14.91,53.86,972.51
5/20/2025 6:15,14.3,59.8,14.4,54.89,972.57
5/20/2025 6:18,13.8,60.4,14.38,54.75,972.56
5/20/2025 6:21,13.8,60.5,14.48,55.03,972.57
5/20/2025 6:24,13.8,61.5,14.6,55.06,972.61
5/20/2025 6:27,13.9,61.1,14.42,54.84,972.67
5/20/2025 6:30,13.8,60.6,14.55,54.59,972.67
5/20/2025 6:33,13.8,60.6,14.56,54.9,972.69
5/20/2025 6:36,14,60.9,14.66,54.53,972.8
5/20/2025 6:39,14,60.7,14.73,54.78,972.75
5/20/2025 6:42,14,61,14.81,54.68,972.77
5/20/2025 6:45,14.1,61.1,14.87,54.87,972.75
5/20/2025 6:48,14.1,61.3,14.81,54.52,972.79
5/20/2025 6:51,14.1,60.9,14.6,53.37,972.79
5/20/2025 6:54,14,59.8,15.25,52.66,972.85
5/20/2025 6:57,14.4,59.4,15.18,52.93,972.86
5/20/2025 7:00,14.4,59.2,15.34,52.27,972.73
5/20/2025 7:03,14.5,58.6,15.47,52.24,972.72
5/20/2025 7:06,14.6,58.8,15.51,53.49,972.8
5/20/2025 7:09,14.7,59.8,15.37,52.99,972.73
5/20/2025 7:12,14.7,59,15.45,54.39,972.72
5/20/2025 7:15,14.7,60.4,15.72,53.71,972.73
5/20/2025 7:18,14.8,60.6,15.65,56.79,972.68
5/20/2025 7:21,14.9,63.5,15.5,56.82,972.76
5/20/2025 7:24,14.8,63.5,15.45,57.73,972.81
5/20/2025 7:27,14.7,65.1,15.56,57.45,972.82
5/20/2025 7:30,14.8,64.7,15.72,56.86,972.8
5/20/2025 7:33,14.9,64.2,15.89,55.2,972.86
5/20/2025 7:36,15.1,62.4,15.89,54.99,972.89
5/20/2025 7:39,15.2,61.6,15.92,53.84,972.89
5/20/2025 7:42,15,60.8,16.31,53.61,972.89
5/20/2025 7:45,15.3,61,16.39,53.42,972.93
5/20/2025 7:48,15.5,60.7,15.89,54.14,972.95
5/20/2025 7:51,15.1,60.5,15.98,54.62,973.03
5/20/2025 7:54,15.1,61.7,16.47,53.34,973.09
5/20/2025 7:57,15.4,61,17.05,52.2,973.16
5/20/2025 8:00,15.9,60,16.46,54.04,973.15
5/20/2025 8:03,15.7,60.3,16.38,55.25,973.2
5/20/2025 8:06,15.6,61.9,16.9,54.34,973.29
5/20/2025 8:09,15.9,61.9,16.57,55.23,973.16
5/20/2025 8:12,15.8,62,16.86,55.1,973.2
5/20/2025 8:15,15.9,62.8,17.61,52.96,973.17
5/20/2025 8:18,16.5,61.1,17.77,52.88,973.13
5/20/2025 8:21,16.7,60.5,17.89,52.08,973.17
5/20/2025 8:24,16.9,59.3,18.24,51.74,973.13
5/20/2025 8:27,17.2,59,18.28,51.07,973.04
5/20/2025 8:30,17.4,58.4,18.51,51.11,973.07
5/20/2025 8:33,17.5,58.3,18.67,50.68,973.14
5/20/2025 8:36,17.6,57.7,18.69,50.91,973.15
5/20/2025 8:39,17.7,58.3,18.82,50.18,973.18
5/20/2025 8:42,17.8,57.2,18.89,50.21,973.17
5/20/2025 8:45,17.9,56.9,19.16,49.92,973.19
5/20/2025 8:48,18.1,56.8,19.36,48.82,973.24
5/20/2025 8:51,18.3,55.6,19.66,47.96,973.3
5/20/2025 8:54,18.5,55.1,19.58,47.29,973.34
5/20/2025 8:57,18.6,53.9,19.92,46.15,973.38
5/20/2025 9:00,18.9,52.5,20.19,45.56,973.4
5/20/2025 9:03,19,51.9,20.45,45.23,973.34
5/20/2025 9:06,19.2,51.8,20.52,44.15,973.35
5/20/2025 9:09,19.4,50.2,20.49,44.32,973.39
5/20/2025 9:12,19.4,50.2,20.03,45.36,973.45
5/20/2025 9:15,19.2,50.3,20.98,43.56,973.39
5/20/2025 9:18,19.8,49.6,20.97,43.49,973.44
5/20/2025 9:21,19.9,49.3,21.47,42.11,973.45
5/20/2025 9:24,20,48.3,20.99,43.58,973.5
5/20/2025 9:27,20.1,49.1,21,43.16,973.51
5/20/2025 9:30,20,48.6,20.57,43.91,973.48
5/20/2025 9:33,19.6,49.1,20.52,43.86,973.52
5/20/2025 9:36,19.7,49,21.09,42.9,973.51
5/20/2025 9:39,19.9,48.8,21.59,44.49,973.56
5/20/2025 9:42,20.1,50.3,21.67,41.95,973.57
5/20/2025 9:45,20.3,48,22.27,40.66,973.56
5/20/2025 9:48,20.9,46.4,21.35,42.52,973.58
5/20/2025 9:51,20.3,47.6,22.81,39.86,973.58
5/20/2025 9:54,21.1,46.1,21.76,40.26,973.66
5/20/2025 9:57,21.3,44.7,20.85,41.82,973.65
5/20/2025 10:00,20.7,45,22.21,40.91,973.61
5/20/2025 10:03,20.8,46.7,23.1,39.32,973.64
5/20/2025 10:06,21.6,44.9,23.49,38.04,973.64
5/20/2025 10:09,22.4,42,24.11,37.25,973.67
5/20/2025 10:12,23.1,40.9,23.05,40.04,973.64
5/20/2025 10:15,22.3,43.6,22.55,40.89,973.66
5/20/2025 10:18,21.9,44.2,21.02,40.95,973.69
5/20/2025 10:21,20.9,44.1,20.97,41.34,973.67
5/20/2025 10:24,20.2,45.1,22.22,39.27,973.64
5/20/2025 10:27,20.8,44.6,23.47,37.64,973.68
5/20/2025 10:30,22.5,41.7,21.43,40.27,973.64
5/20/2025 10:33,21.6,42.4,21.34,40.93,973.69
5/20/2025 10:36,20.6,45.1,20.74,41.81,973.67
5/20/2025 10:39,20.2,45.7,21.26,40.26,973.66
5/20/2025 10:42,20.2,45.3,20.56,41.67,973.63
5/20/2025 10:45,20,45.6,22.11,38.9,973.68
5/20/2025 10:48,20.9,44,20.47,42.08,973.77
5/20/2025 10:51,19.8,45.9,21.48,41.03,973.71
5/20/2025 10:54,20.5,45.5,21.7,40,973.76
5/20/2025 10:57,20.8,44.1,23.19,36.43,973.78
5/20/2025 11:00,22.5,39.9,21.41,39.38,973.78
5/20/2025 11:03,20.6,43.2,23.79,35.47,973.8
5/20/2025 11:06,22.3,40.4,24.28,34.4,973.9
5/20/2025 11:09,23,38.9,25.21,33.54,973.81
5/20/2025 11:12,23.5,38,24.98,34.65,973.87
5/20/2025 11:15,23.7,38.4,24.85,34.62,973.83
5/20/2025 11:18,23.7,38.1,26.13,33.26,973.87
5/20/2025 11:21,24.8,37.1,25.56,33.94,973.83
5/20/2025 11:24,24.2,37.7,27.22,31.13,973.85
5/20/2025 11:27,25.6,35,25.59,32.39,973.84
5/20/2025 11:30,25,33.9,25.04,34.17,973.89
5/20/2025 11:33,24.3,36.9,23.22,36.72,973.8
5/20/2025 11:36,22.8,39.4,23.18,37.26,973.8
5/20/2025 11:39,22.4,40.9,23.84,35.9,973.8
5/20/2025 11:42,22.7,40,23.25,37.33,973.75
5/20/2025 11:45,22.4,41.1,23.69,36.25,973.73
5/20/2025 11:48,22.6,40.3,26.63,31.43,973.77
5/20/2025 11:51,25,35.8,27.96,30.08,973.76
5/20/2025 11:54,26.4,33.6,25.89,32.38,973.78
5/20/2025 11:57,25.1,35,25.68,32.53,973.81
5/20/2025 12:00,24.8,35.1,24.89,34.31,973.87
5/20/2025 12:03,24.2,37.2,23.69,36.52,973.86
5/20/2025 12:06,23,39.4,23.28,36.48,973.8
5/20/2025 12:09,22.5,39.9,23.67,35.73,973.71
5/20/2025 12:12,22.6,39.8,25.16,34.24,973.68
5/20/2025 12:15,23.6,38.8,24.79,35.18,973.67
5/20/2025 12:18,23.7,38.8,24.39,36.12,973.68
5/20/2025 12:21,23.4,40.1,23.67,36.14,973.72
5/20/2025 12:24,23,39.5,23.63,35.4,973.7
5/20/2025 12:27,22.8,39,24.17,35.24,973.65
5/20/2025 12:30,23,39.3,24.45,35.15,973.59
5/20/2025 12:33,23.1,39.4,26.16,32.65,973.57
5/20/2025 12:36,24.5,37.2,25.02,34.49,973.53
5/20/2025 12:39,24.3,37.4,23.53,35.96,973.53
5/20/2025 12:42,23,39.1,23.12,36.36,973.51
5/20/2025 12:45,22.3,39.7,22.92,35.66,973.46
5/20/2025 12:48,22,38.9,23.97,34.92,973.47
5/20/2025 12:51,22.7,39.1,23.86,35.39,973.46
5/20/2025 12:54,22.8,39.2,23.1,35.35,973.39
5/20/2025 12:57,22.3,38.7,22.87,36.26,973.39
5/20/2025 13:00,22.1,39.7,22.48,37.31,973.36
5/20/2025 13:03,21.5,41.5,22.01,38.11,973.28
5/20/2025 13:06,21.3,42.1,21.86,38.55,973.33
5/20/2025 13:09,21,42.4,22.12,38.28,973.34
5/20/2025 13:12,21.2,42.6,22.76,37.51,973.34
5/20/2025 13:15,21.6,42.4,23.18,36.57,973.34
5/20/2025 13:18,22.1,41.1,23.16,35.97,973.31
5/20/2025 13:21,22.3,40.5,23.68,36.54,973.36
5/20/2025 13:24,22.3,41.2,22.5,37.8,973.28
5/20/2025 13:27,21.8,41.3,22.05,38.43,973.26
5/20/2025 13:30,21.2,42.6,21.67,39.1,973.29
5/20/2025 13:33,20.9,43.1,21.41,39.3,973.25
5/20/2025 13:36,20.7,43.5,21.91,38.21,973.19
5/20/2025 13:39,21,42.7,21.81,38.06,973.24
5/20/2025 13:42,21,42,21.84,38.16,973.26
5/20/2025 13:45,20.9,42.2,21.63,38.65,973.32
5/20/2025 13:48,20.8,42.8,22.1,38.39,973.29
5/20/2025 13:51,20.9,43.2,22.38,38.95,973.27
5/20/2025 13:54,21.3,43.8,22.45,39.34,973.23
5/20/2025 13:57,21.4,44.1,22.56,38.61,973.22
5/20/2025 14:00,21.4,43.5,22.37,39.05,973.27
5/20/2025 14:03,21.5,43.7,22.3,38.47,973.22
5/20/2025 14:06,21.4,42.5,23.15,37.35,973.22
5/20/2025 14:09,21.9,42,23.79,37.49,973.23
5/20/2025 14:12,22.4,42.1,23.76,38.24,973.21
5/20/2025 14:15,22.6,43.4,23.89,35.83,973.26
5/20/2025 14:18,22.6,40.3,24.02,36.54,973.3
5/20/2025 14:21,22.7,41.2,23.63,37.08,973.29
5/20/2025 14:24,22.7,41.3,23.7,36,973.25
5/20/2025 14:27,22.7,40.2,24.13,35.38,973.25
5/20/2025 14:30,22.8,39.7,24.54,35.9,973.28
5/20/2025 14:33,23.1,40.6,23.59,36.68,973.26
5/20/2025 14:36,22.6,40.9,23.54,36.6,973.25
5/20/2025 14:39,22.6,40.8,23.77,35.88,973.24
5/20/2025 14:42,22.6,40,23.87,36.52,973.25
5/20/2025 14:45,22.6,41,23.32,36.37,973.2
5/20/2025 14:48,22.3,40.7,23.27,37.96,973.16
5/20/2025 14:51,22.2,42.4,23.56,35.95,973.16
5/20/2025 14:54,22.4,40.7,23.57,35.41,973.12
5/20/2025 14:57,22.5,39.5,23.77,34.29,973.08
5/20/2025 15:00,22.5,38.3,23.97,36.27,973.08
5/20/2025 15:03,22.8,40.4,23.87,34.83,973.07
5/20/2025 15:06,22.8,38.8,24.01,34.63,973
5/20/2025 15:09,22.9,38.4,24.8,33.81,972.92
5/20/2025 15:12,23.5,38.2,24.46,33.96,972.99
5/20/2025 15:15,23.3,37.9,24.49,33.6,972.97
5/20/2025 15:18,23.3,37.4,24.16,34.22,972.94
5/20/2025 15:21,23.2,37.5,24.49,33.88,972.98
5/20/2025 15:24,23.3,37.8,24.9,33.16,972.91
5/20/2025 15:27,23.5,37.2,25.45,32.36,972.92
5/20/2025 15:30,23.9,36.5,25.3,32.83,972.91
5/20/2025 15:33,23.9,36.5,25.04,33.3,972.92
5/20/2025 15:36,23.8,37,24.72,34.05,972.82
5/20/2025 15:39,23.6,37.6,24.46,34.37,972.83
5/20/2025 15:42,23.4,38.1,24.56,33.94,972.78
5/20/2025 15:45,23.4,37.8,24.54,34.57,972.77
5/20/2025 15:48,23.4,38.7,24.53,34.98,972.8
5/20/2025 15:51,23.3,39.1,24.39,35.09,972.82
5/20/2025 15:54,23.2,39.3,24.2,35.39,972.75
5/20/2025 15:57,23.2,39.4,24.03,35.14,972.72
5/20/2025 16:00,23,38.9,24.21,35.47,972.74
5/20/2025 16:03,23,39.6,23.86,37.5,972.75
5/20/2025 16:06,22.9,41.7,23.7,37.16,972.68
5/20/2025 16:09,22.8,41.6,23.83,34.48,972.74
5/20/2025 16:12,22.8,38.5,23.78,32.31,972.7
5/20/2025 16:15,22.8,35.5,23.81,30.95,972.66
5/20/2025 16:18,22.8,33.9,24.13,31.54,972.71
5/20/2025 16:21,23,34.5,24.12,31.93,972.69
5/20/2025 16:24,23,35,23.84,33.41,972.71
5/20/2025 16:27,22.9,36.7,23.96,33.54,972.63
5/20/2025 16:30,22.8,37.2,24.15,33.49,972.62
5/20/2025 16:33,22.9,37.2,23.97,33.44,972.51
5/20/2025 16:36,22.9,37.1,24,33.35,972.46
5/20/2025 16:39,23,36.6,24.04,33.1,972.49
5/20/2025 16:42,23,36.7,23.76,33.16,972.42
5/20/2025 16:45,22.8,36.4,23.81,34.16,972.43
5/20/2025 16:48,22.8,37.6,23.73,33.65,972.33
5/20/2025 16:51,22.8,37.1,24,33.94,972.38
5/20/2025 16:54,22.9,37.6,24.13,35.17,972.36
5/20/2025 16:57,22.9,39.3,23.86,34.89,972.34
5/20/2025 17:00,22.8,38.8,23.68,33.89,972.33
5/20/2025 17:03,22.8,37.4,23.66,34.6,972.28
5/20/2025 17:06,22.6,38.3,23.48,34.78,972.27
5/20/2025 17:09,22.5,38.4,23.29,35.43,972.24
5/20/2025 17:12,22.4,38.9,23.56,34.83,972.23
5/20/2025 17:15,22.5,38.8,23.33,35.47,972.2
5/20/2025 17:18,22.4,39.2,23.16,35.76,972.13
5/20/2025 17:21,22.2,39.5,23.22,36.28,972.19
5/20/2025 17:24,22.2,40.3,23.06,36.13,972.02
5/20/2025 17:27,22.1,40,23.11,35.71,972
5/20/2025 17:30,22.1,39.4,23.05,35.87,971.96
5/20/2025 17:33,22.1,39.6,23.16,36.59,971.99
5/20/2025 17:36,22.1,40.4,23.17,37.51,971.92
5/20/2025 17:39,22.1,41.7,23,36.67,971.91
5/20/2025 17:42,22,40.5,23.18,36.36,971.89
5/20/2025 17:45,22.1,40.6,23.15,36.83,971.87
5/20/2025 17:48,22.1,41.2,23.11,35.77,971.95
5/20/2025 17:51,22.1,39.6,23.1,36.46,972.01
5/20/2025 17:54,22.1,40.5,23.13,35.72,971.95
5/20/2025 17:57,22.1,39.7,23.16,36.45,971.97
5/20/2025 18:00,22.1,40.3,23.25,37.03,971.92
5/20/2025 18:03,22.1,41.5,23.26,36.85,971.9
5/20/2025 18:06,22.2,41.2,23.05,37.18,971.98
5/20/2025 18:09,22.1,41.3,23.16,37.09,972.01
5/20/2025 18:12,22.1,41.3,23.18,37.08,971.89
5/20/2025 18:15,22.1,41.2,23.11,37.11,971.85
5/20/2025 18:18,22,41.6,23.19,34.22,971.81
5/20/2025 18:21,22.1,38.1,23.16,34,971.72
5/20/2025 18:24,22.2,37.3,23.26,34.49,971.76
5/20/2025 18:27,22.2,38.1,23.21,34.45,971.75
5/20/2025 18:30,22.2,38.2,23.33,34.01,971.75
5/20/2025 18:33,22.3,37.6,23.2,34.03,971.7
5/20/2025 18:36,22.2,37.4,23.32,34.44,971.7
5/20/2025 18:39,22.2,38,23.16,36.68,971.72
5/20/2025 18:42,22.2,40.5,23.19,37.89,971.74
5/20/2025 18:45,22.1,42.2,23.05,38.28,971.73
5/20/2025 18:48,22,42.9,23.07,38.41,971.75
5/20/2025 18:51,22,43,22.96,37.98,971.77
5/20/2025 18:54,21.9,42.2,22.88,38.38,971.72
5/20/2025 18:57,21.9,42.7,22.77,39.31,971.7
5/20/2025 19:00,21.8,43.7,22.51,39.71,971.75
5/20/2025 19:03,21.6,44.2,22.67,39.59,971.68
5/20/2025 19:06,21.7,44.4,22.64,39.66,971.69
5/20/2025 19:09,21.6,44.4,22.69,39.5,971.64
5/20/2025 19:12,21.7,44.2,22.69,39.76,971.59
5/20/2025 19:15,21.7,44.3,22.47,40.84,971.6
5/20/2025 19:18,21.6,45.5,22.56,41.16,971.6
5/20/2025 19:21,21.6,46.2,22.47,40.98,971.64
5/20/2025 19:24,21.5,45.7,22.46,41.01,971.69
5/20/2025 19:27,21.5,46,22.41,41.66,971.64
5/20/2025 19:30,21.4,46.6,22.24,41.94,971.68
5/20/2025 19:33,21.3,46.9,22.21,42.11,971.7
5/20/2025 19:36,21.2,47.2,22.06,42.69,971.67
5/20/2025 19:39,21.1,47.7,22.15,41.11,971.65
5/20/2025 19:42,21.2,46.2,22,41.02,971.67
5/20/2025 19:45,21.1,45.6,21.99,41.12,971.64
5/20/2025 19:48,21,45.9,21.92,41.03,971.71
5/20/2025 19:51,21,45.6,21.65,41.57,971.64
5/20/2025 19:54,20.8,45.9,21.44,43.24,971.73
5/20/2025 19:57,20.6,47.6,21.16,45.41,971.77
5/20/2025 20:00,20.4,50.3,21.04,46.16,971.84
5/20/2025 20:03,20.2,51.4,20.95,46.05,971.87
5/20/2025 20:06,20.1,51.4,20.88,45.16,971.96
5/20/2025 20:09,20.1,50.4,20.81,44.55,971.98
5/20/2025 20:12,20.1,49.4,20.82,44.53,972.02
5/20/2025 20:15,20,49.5,20.69,44.95,972.08
5/20/2025 20:18,19.9,49.6,20.64,44.87,972.11
5/20/2025 20:21,19.8,49.7,20.73,44.18,972.1
5/20/2025 20:24,19.9,49.1,20.08,45.75,972.13
5/20/2025 20:27,19.5,50.1,20.07,46.35,972.17
5/20/2025 20:30,19.2,51.5,20.29,45.05,972.12
5/20/2025 20:33,19.4,50.2,20.18,45.14,972.16
5/20/2025 20:36,19.4,49.8,20.11,45.78,972.18
5/20/2025 20:39,19.3,50.3,19.62,46.81,972.15
5/20/2025 20:42,19,51.4,19.9,45.98,972.18
5/20/2025 20:45,19.1,51.1,19.66,46.96,972.12
5/20/2025 20:48,18.9,51.6,19.7,46.58,972.13
5/20/2025 20:51,18.9,51.7,19.66,46.31,972.15
5/20/2025 20:54,18.9,51.1,19.51,46.96,972.21
5/20/2025 20:57,18.8,51.7,19.35,47.46,972.21
5/20/2025 21:00,18.6,52.3,18.65,49.62,972.25
5/20/2025 21:03,18.1,54.1,18.74,49.11,972.29
5/20/2025 21:06,18,55.1,18.55,49.07,972.24
5/20/2025 21:09,17.9,54.3,18.83,48.43,972.21
5/20/2025 21:12,17.9,54.1,18.91,48.56,972.21
5/20/2025 21:15,18.1,53.9,18.3,49.7,972.28
5/20/2025 21:18,17.8,54.1,18.62,49.13,972.32
5/20/2025 21:21,17.8,54.7,18.62,48.64,972.37
5/20/2025 21:24,17.9,54.1,18.14,50.04,972.35
5/20/2025 21:27,17.6,55.1,18.19,50.17,972.43
5/20/2025 21:30,17.5,55.4,17.97,50.63,972.44
5/20/2025 21:33,17.4,55.7,18.24,50.26,972.46
5/20/2025 21:36,17.4,56.2,18.36,49.35,972.48
5/20/2025 21:39,17.6,55.2,18.41,48.72,972.48
5/20/2025 21:42,17.7,54.1,18.4,48.67,972.48
5/20/2025 21:45,17.6,54.2,18.22,48.73,972.5
5/20/2025 21:48,17.5,53.7,18.29,48.81,972.54
5/20/2025 21:51,17.6,54,18.39,48.31,972.62
5/20/2025 21:54,17.6,53.9,18.56,47.8,972.62
5/20/2025 21:57,17.7,53.2,18.39,47.94,972.65
5/20/2025 22:00,17.6,53,18.65,47.33,972.69
5/20/2025 22:03,17.7,52.9,18.58,47.1,972.76
5/20/2025 22:06,17.7,52.4,18.54,46.96,972.74
5/20/2025 22:09,17.7,52.2,18.31,46.96,972.69
5/20/2025 22:12,17.7,51.8,18.45,45.95,972.74
5/20/2025 22:15,17.7,50.8,18.73,44.64,972.81
5/20/2025 22:18,17.9,49.5,18.07,46.09,972.86
5/20/2025 22:21,17.4,50.5,18.33,45.82,972.88
5/20/2025 22:24,17.5,50.8,18.24,46.22,972.86
5/20/2025 22:27,17.4,51.1,17.9,47.09,972.85
5/20/2025 22:30,17.3,51.6,18.21,47.65,972.88
5/20/2025 22:33,17.4,52.5,17.92,49.78,972.87
5/20/2025 22:36,17.3,54.5,17.78,50.55,972.88
5/20/2025 22:39,17.2,55.6,17.63,50.87,972.86
5/20/2025 22:42,17,56,17.73,50.99,972.89
5/20/2025 22:45,16.9,56.7,17.58,51.47,972.91
5/20/2025 22:48,16.9,56.7,17.69,50.37,972.85
5/20/2025 22:51,17,56,17.46,50.71,972.9
5/20/2025 22:54,16.8,56.1,17.5,50.33,972.91
5/20/2025 22:57,16.8,55.8,17.67,48.96,972.89
5/20/2025 23:00,16.9,54.6,17.58,48.6,972.88
5/20/2025 23:03,16.9,53.6,17.46,48.5,972.85
5/20/2025 23:06,16.8,53.4,17.11,49.3,972.76
5/20/2025 23:09,16.6,53.9,17.12,48.42,972.82
5/20/2025 23:12,16.4,53.5,16.97,48.23,972.8
5/20/2025 23:15,16.2,53.2,17.51,45.26,972.82
5/20/2025 23:18,16.6,50.2,17.25,46.4,972.91
